,monthly_premium_auto,months_since_last_claim,months_since_policy_inception,number_of_open_complaints,number_of_policies
3292,104,19,32,0,2
3293,61,9,5,0,2
3294,76,33,84,0,1
3295,79,28,27,0,7
3296,65,30,65,0,8
3297,66,8,48,0,2
3298,92,7,80,0,1
3299,77,27,85,1,5
3300,74,0,95,0,1
3301,103,16,50,0,7
3302,137,7,15,0,3
3303,64,5,80,0,2
3304,69,0,75,0,1
3305,190,14,95,0,1
3306,106,15,21,0,3
3307,115,13,79,4,1
3308,102,10,77,0,2
3309,78,2,63,0,2
3310,109,27,37,0,7
3311,108,2,38,0,1
3312,70,2,49,0,9
3313,121,12,67,2,1
3314,95,1,58,0,1
3315,73,2,35,0,1
3316,186,0,73,0,1
3317,72,9,0,0,2
3318,123,33,13,0,1
3319,89,17,70,0,3
3320,126,2,51,0,1
3321,118,7,48,1,1
3322,63,29,51,0,9
3323,62,0,99,0,8
3324,61,3,67,0,1
3325,105,29,46,0,2
3326,110,24,88,1,3
3327,128,6,37,1,1
3328,68,7,53,3,3
3329,68,33,76,1,7
3330,74,4,79,2,1
3331,100,21,48,0,7
3332,83,28,19,0,7
3333,66,24,71,1,2
3334,77,17,65,0,2
3335,64,2,68,0,1
3336,82,10,69,0,1
3337,83,5,59,0,9
3338,71,16,43,0,8
3339,68,24,2,0,2
3340,73,7,86,0,1
3341,96,5,11,3,9
3342,136,7,13,0,1
3343,73,14,55,0,1
3344,106,1,38,0,2
3345,64,10,16,0,6
3346,125,10,26,0,1
3347,79,14,28,0,1
3348,68,5,63,1,2
3349,124,18,79,0,2
3350,97,10,3,0,2
3351,116,11,20,0,1
3352,110,10,32,0,7
3353,66,22,1,1,3
3354,102,25,12,0,2
3355,70,12,29,1,1
3356,62,30,77,0,1
3357,131,34,61,0,9
3358,66,18,37,0,1
3359,61,4,18,0,9
3360,71,16,23,3,3
3361,85,25,24,0,6
3362,65,33,17,0,1
3363,73,3,5,0,8
3364,85,21,32,0,2
3365,82,15,88,2,2
3366,74,13,57,0,2
3367,82,16,29,0,3
3368,119,13,94,0,9
3369,92,6,33,0,2
3370,62,4,64,0,1
3371,110,6,74,0,1
3372,158,10,38,0,2
3373,117,17,41,1,9
3374,111,8,78,0,1
3375,62,7,22,0,1
3376,92,33,87,0,1
3377,76,23,7,0,1
3378,116,11,42,0,5
3379,62,29,65,0,3
3380,71,34,71,0,6
3381,71,21,8,1,1
3382,117,19,91,0,3
3383,69,4,65,0,1
3384,119,4,46,0,9
3385,104,21,26,0,3
3386,105,4,17,0,7
3387,117,4,89,1,2
3388,71,13,24,0,1
3389,61,7,22,0,3
3390,104,21,22,0,3
3391,66,9,47,0,1
3392,63,27,52,0,7
3393,92,23,35,4,1
3394,71,3,32,0,1
3395,86,19,69,0,9
3396,137,16,55,4,1
3397,103,22,51,0,1
3398,137,16,37,0,2
3399,118,29,45,0,2
3400,65,6,35,0,1
3401,68,25,33,0,1
3402,73,0,47,1,4
3403,99,3,9,1,7
3404,69,13,15,4,2
3405,74,14,43,0,4
3406,99,20,6,4,1
3407,181,28,23,0,2
3408,63,18,74,0,1
3409,94,12,33,0,7
3410,112,32,74,0,5
3411,119,9,8,0,3
3412,122,27,2,0,1
3413,63,27,52,0,7
3414,99,13,87,0,1
3415,70,12,97,0,8
3416,139,9,22,0,6
3417,64,1,1,0,1
3418,89,22,93,0,2
3419,79,22,68,1,7
3420,101,2,56,0,6
3421,92,7,75,0,1
3422,85,21,32,0,2
3423,68,8,60,0,1
3424,212,28,51,0,4
3425,139,3,51,0,1
3426,96,23,29,0,1
3427,63,31,2,0,7
3428,98,27,47,0,1
3429,124,16,89,0,1
3430,64,4,14,0,2
3431,66,11,60,0,3
3432,123,1,67,3,1
3433,97,10,77,1,9
3434,111,11,7,0,3
3435,181,9,49,0,1
3436,129,21,59,0,3
3437,72,11,3,0,1
3438,112,11,39,0,1
3439,69,16,64,0,8
3440,85,4,58,0,3
3441,72,25,4,0,1
3442,67,4,49,0,1
3443,109,16,70,1,1
3444,73,1,0,0,6
3445,89,22,93,0,2
3446,70,3,87,0,8
3447,78,27,99,2,1
3448,69,6,2,1,1
3449,84,0,57,0,5
3450,116,12,74,2,8
3451,79,21,53,1,7
3452,64,14,91,0,2
3453,66,25,3,0,2
3454,124,28,49,0,1
3455,83,5,62,4,8
3456,82,29,27,0,2
3457,133,12,31,0,2
3458,112,14,92,0,1
3459,108,11,84,2,3
3460,95,3,54,0,1
3461,207,32,96,0,1
3462,197,1,84,3,3
3463,62,10,35,0,2
3464,62,29,59,2,1
3465,109,1,48,0,2
3466,62,12,68,0,3
3467,80,7,55,0,2
3468,129,10,11,0,1
3469,283,16,43,0,1
3470,74,35,77,0,1
3471,102,35,48,0,2
3472,71,9,10,1,3
3473,118,24,49,1,1
3474,73,20,70,3,1
3475,240,3,52,0,1
3476,114,23,44,0,9
3477,71,29,51,0,5
3478,196,10,38,0,1
3479,158,3,10,0,2
3480,61,31,96,0,1
3481,69,2,50,0,1
3482,97,1,66,0,2
3483,61,27,57,0,1
3484,63,21,49,0,1
3485,117,33,81,0,6
3486,73,34,51,1,1
3487,72,2,60,1,3
3488,68,18,67,1,3
3489,117,6,89,0,1
3490,71,2,49,0,7
3491,76,8,44,0,3
3492,61,17,21,0,6
3493,64,10,61,0,2
3494,66,32,30,0,7
3495,68,3,2,0,3
3496,65,21,40,0,1
3497,76,17,72,0,8
3498,76,19,1,0,2
3499,114,1,39,1,5
3500,103,8,75,0,1
3501,82,0,28,0,1
3502,64,7,95,0,1
3503,68,17,66,0,3
3504,117,5,43,0,2
3505,93,30,66,0,5
3506,90,14,76,0,1
3507,70,27,0,0,3
3508,112,9,13,3,1
3509,70,22,37,0,1
3510,119,9,36,1,1
3511,119,12,51,0,2
3512,63,21,12,0,1
3513,70,1,98,0,2
3514,115,10,55,0,2
3515,89,32,59,0,2
3516,106,20,51,0,1
3517,67,28,22,0,5
3518,65,34,27,0,2
3519,85,15,58,0,3
3520,65,10,11,0,3
3521,139,3,51,0,1
3522,119,8,56,3,1
3523,102,28,11,0,1
3524,99,1,18,0,1
3525,90,3,5,0,2
3526,62,12,27,0,1
3527,71,4,61,2,1
3528,154,33,24,0,1
3529,90,9,81,0,3
3530,64,13,15,0,1
3531,101,8,17,0,2
3532,102,20,28,0,2
3533,74,8,13,0,1
3534,66,31,69,4,6
3535,66,10,16,1,2
3536,61,9,39,0,1
3537,112,20,57,0,9
3538,85,5,27,2,2
3539,111,12,6,0,9
3540,64,16,62,0,6
3541,86,11,54,2,4
3542,69,16,96,1,3
3543,67,3,67,0,2
3544,71,8,59,1,1
3545,72,23,84,0,2
3546,68,1,18,0,1
3547,73,2,37,0,1
3548,67,30,32,0,5
3549,101,21,15,1,2
3550,68,7,36,0,3
3551,70,13,18,0,2
3552,66,7,56,0,1
3553,119,32,63,0,6
3554,64,35,75,1,7
3555,65,0,91,0,2
3556,72,7,48,0,2
3557,196,13,74,2,1
3558,83,29,46,0,3
3559,90,1,69,0,1
3560,98,8,4,0,1
3561,240,13,11,3,8
3562,85,5,15,1,2
3563,105,24,15,0,2
3564,61,28,29,0,7
3565,83,17,30,0,1
3566,115,12,59,0,2
3567,93,1,98,0,6
3568,63,9,88,0,8
3569,69,14,94,0,2
3570,66,5,17,0,2
3571,134,6,9,0,2
3572,154,33,24,0,1
3573,63,25,14,0,1
3574,70,35,20,0,2
3575,86,23,30,0,2
3576,72,15,18,1,3
3577,118,7,11,4,1
3578,99,9,17,0,1
3579,79,0,44,0,1
3580,66,16,77,0,2
3581,111,24,31,0,2
3582,68,3,12,1,2
3583,74,3,89,0,1
3584,109,1,78,0,5
3585,76,21,87,2,2
3586,118,1,46,0,1
3587,62,19,63,0,2
3588,73,35,52,3,5
3589,72,31,99,0,1
3590,77,29,48,0,5
3591,125,2,75,0,5
3592,74,14,71,0,2
3593,88,33,87,0,3
3594,73,14,33,1,1
3595,108,29,74,0,2
3596,124,35,88,2,6
3597,70,22,79,1,2
3598,69,1,78,0,9
3599,96,29,16,0,3
3600,70,9,35,0,1
3601,65,6,61,0,1
3602,107,29,57,0,7
3603,70,13,48,0,9
3604,124,34,20,0,1
3605,99,7,26,0,1
3606,91,8,77,1,2
3607,116,15,80,0,1
3608,106,34,13,0,2
3609,62,7,45,0,2
3610,85,20,83,0,7
3611,79,15,83,0,5
3612,66,9,10,1,1
3613,173,10,65,0,1
3614,71,3,72,0,1
3615,66,15,51,4,3
3616,114,2,16,0,1
3617,80,10,63,0,5
3618,91,3,78,0,1
3619,66,24,20,0,1
3620,118,21,44,0,2
3621,95,13,97,0,1
3622,72,2,71,0,6
3623,112,20,34,0,2
3624,87,3,82,0,3
3625,96,21,81,0,1
3626,114,22,39,0,2
3627,79,16,27,1,9
3628,92,5,8,0,2
3629,158,5,59,0,1
3630,70,32,17,0,5
3631,112,11,59,0,8
3632,96,16,30,2,1
3633,106,28,61,0,1
3634,108,0,64,0,2
3635,62,26,33,1,3
3636,73,8,19,2,1
3637,73,29,14,0,1
3638,66,17,34,0,3
3639,63,11,10,1,3
3640,118,6,32,0,5
3641,102,16,8,0,1
3642,64,5,80,0,6
3643,119,22,91,2,2
3644,61,24,27,0,1
3645,64,29,36,0,9
3646,86,6,98,0,8
3647,112,21,50,0,7
3648,108,7,31,0,1
3649,131,15,90,0,8
3650,63,10,67,1,7
3651,62,15,95,0,6
3652,72,24,58,0,1
3653,92,14,24,0,1
3654,117,23,77,0,3
3655,64,21,90,0,2
3656,79,21,53,1,7
3657,74,1,52,1,2
3658,66,7,43,1,5
3659,66,17,12,0,3
3660,64,8,11,0,1
3661,69,26,21,0,3
3662,83,29,13,0,2
3663,117,24,8,1,6
3664,69,22,11,0,1
3665,66,16,35,4,1
3666,71,4,41,0,1
3667,71,28,15,0,1
3668,64,13,84,0,1
3669,65,5,50,0,1
3670,90,33,75,0,2
3671,63,21,12,0,1
3672,131,27,7,0,9
3673,68,28,71,4,1
3674,84,33,70,0,7
3675,67,6,82,0,1
3676,63,8,64,0,2
3677,79,30,61,0,2
3678,74,9,59,0,9
3679,82,29,77,0,3
3680,73,10,42,0,1
3681,84,33,74,2,3
3682,69,24,23,0,8
3683,69,28,29,2,3
3684,104,4,29,0,2
3685,133,23,32,0,6
3686,69,18,14,0,2
3687,109,5,64,0,4
3688,63,1,1,0,6
3689,72,17,3,0,3
3690,190,1,36,0,3
3691,65,26,96,1,2
3692,105,19,83,0,2
3693,63,24,40,0,8
3694,136,24,55,0,8
3695,117,19,92,0,2
3696,94,7,8,0,6
3697,73,16,59,0,9
3698,106,11,54,0,2
3699,74,23,0,0,8
3700,110,5,29,0,2
3701,87,13,6,0,1
3702,61,21,35,0,5
3703,81,25,3,0,3
3704,93,21,68,0,8
3705,61,5,10,2,3
3706,131,31,42,0,1
3707,131,22,32,0,6
3708,77,30,68,0,1
3709,109,25,93,0,4
3710,68,14,10,1,1
3711,69,35,50,0,2
3712,62,30,77,0,1
3713,136,4,69,0,1
3714,64,5,18,1,6
3715,130,32,38,0,4
3716,65,34,51,0,2
3717,64,27,1,0,2
3718,65,15,51,0,2
3719,65,10,28,0,9
3720,64,2,68,0,1
3721,64,20,30,0,2
3722,73,9,83,0,6
3723,111,6,65,2,3
3724,65,9,31,0,2
3725,180,29,19,3,2
3726,118,14,64,0,4
3727,69,25,10,0,3
3728,111,14,62,0,3
3729,126,7,80,0,2
3730,89,33,98,0,3
3731,108,2,18,0,1
3732,129,27,84,1,3
3733,63,17,43,0,7
3734,98,25,20,0,1
3735,62,0,83,0,1
3736,101,30,2,0,9
3737,118,20,19,0,3
3738,74,34,80,0,1
3739,61,26,27,0,7
3740,95,22,80,0,1
3741,184,0,94,0,9
3742,66,16,77,0,2
3743,107,24,52,0,1
3744,74,9,14,0,6
3745,65,16,9,0,2
3746,103,8,50,0,1
3747,88,6,91,0,1
3748,63,32,53,1,6
3749,130,3,46,0,3
3750,67,3,42,1,1
3751,114,19,15,0,2
3752,110,20,99,1,3
3753,63,25,14,0,3
3754,90,6,78,0,7
3755,67,1,9,0,1
3756,72,15,45,0,2
3757,70,0,60,0,1
3758,84,31,28,0,1
3759,84,14,66,0,3
3760,238,19,29,0,2
3761,88,1,41,0,2
3762,62,21,89,0,7
3763,133,1,85,0,2
3764,71,4,41,0,1
3765,91,7,75,0,1
3766,71,20,61,0,1
3767,96,28,86,0,3
3768,72,22,60,0,3
3769,61,10,73,0,2
3770,118,20,74,0,4
3771,69,25,25,0,4
3772,62,13,74,0,1
3773,111,29,60,0,3
3774,91,11,6,0,9
3775,67,3,0,0,6
3776,126,12,4,0,2
3777,67,7,67,0,3
3778,82,10,69,0,1
3779,67,24,72,0,1
3780,114,19,77,0,1
3781,107,0,11,0,2
3782,81,27,93,1,2
3783,63,32,59,1,4
3784,108,19,28,0,3
3785,61,16,46,0,1
3786,70,13,75,0,7
3787,153,4,11,1,1
3788,97,0,40,0,1
3789,68,11,52,0,2
3790,90,7,18,0,2
3791,132,19,42,0,2
3792,81,17,14,0,7
3793,73,17,32,4,3
3794,63,1,73,0,1
3795,68,8,7,0,1
3796,73,1,49,0,9
3797,71,2,67,0,9
3798,101,3,43,1,2
3799,105,17,28,0,7
3800,92,16,50,0,1
3801,82,17,84,0,2
3802,66,7,90,5,2
3803,132,14,4,0,4
3804,82,5,41,0,2
3805,61,4,15,0,7
3806,182,30,21,0,6
3807,116,23,21,0,2
3808,116,7,23,0,8
3809,64,23,32,1,1
3810,73,14,1,4,1
3811,119,19,98,0,1
3812,95,25,9,1,9
3813,64,0,77,3,1
3814,62,11,62,0,1
3815,136,29,91,0,5
3816,116,8,23,0,8
3817,114,15,40,0,1
3818,197,25,79,0,7
3819,126,30,66,0,3
3820,66,16,60,0,1
3821,74,3,63,0,2
3822,88,25,43,0,1
3823,108,28,10,0,1
3824,96,5,27,0,2
3825,135,29,71,1,2
3826,68,32,15,1,2
3827,137,16,82,2,3
3828,82,9,58,0,2
3829,98,21,64,0,8
3830,73,8,49,0,1
3831,111,10,25,0,1
3832,72,3,62,0,5
3833,192,3,10,0,1
3834,98,4,43,2,1
3835,65,14,82,0,1
3836,89,9,17,0,2
3837,64,21,99,0,1
3838,80,5,91,2,2
3839,76,8,44,0,3
3840,92,25,77,0,1
3841,107,1,97,0,3
3842,68,3,52,0,1
3843,105,4,38,0,3
3844,126,15,45,0,1
3845,63,8,0,0,6
3846,109,5,97,1,2
3847,71,9,32,0,1
3848,190,2,78,1,4
3849,108,4,71,0,2
3850,73,26,96,0,2
3851,82,13,20,0,1
3852,68,0,16,2,3
3853,112,27,59,0,1
3854,229,28,70,0,1
3855,91,2,87,0,2
3856,73,24,69,1,3
3857,74,4,9,0,5
3858,63,3,73,2,2
3859,65,10,56,1,3
3860,92,1,95,0,1
3861,72,28,19,0,1
3862,73,24,26,0,1
3863,77,6,36,0,1
3864,68,11,85,0,8
3865,82,10,69,0,1
3866,71,16,62,2,2
3867,90,1,69,0,1
3868,95,15,37,0,3
3869,64,23,19,0,2
3870,70,26,44,1,1
3871,89,27,50,2,7
3872,129,13,19,0,8
3873,69,14,94,0,2
3874,65,6,42,0,8
3875,73,1,11,0,3
3876,98,30,28,0,5
3877,130,20,15,0,7
3878,109,14,58,0,6
3879,111,2,84,0,1
3880,74,17,59,0,1
3881,185,15,75,1,6
3882,67,1,10,0,2
3883,101,29,35,0,7
3884,100,21,78,0,1
3885,87,1,70,0,2
3886,72,6,13,2,7
3887,108,2,94,0,5
3888,65,5,68,3,9
3889,220,17,87,0,7
3890,90,25,63,2,7
3891,74,24,33,0,1
3892,73,26,23,0,1
3893,103,14,79,0,1
3894,62,26,81,0,1
3895,104,13,84,1,1
3896,104,31,21,2,1
3897,67,24,22,0,4
3898,68,35,70,0,2
3899,116,1,77,1,3
3900,96,5,54,0,2
3901,66,14,73,1,2
3902,106,12,5,0,7
3903,118,34,24,0,4
3904,80,3,99,1,1
3905,69,19,74,0,2
3906,72,30,48,0,2
3907,65,29,77,1,1
3908,113,35,83,0,5
3909,223,5,56,0,4
3910,126,21,39,0,1
3911,67,33,19,0,4
3912,72,11,3,0,1
3913,124,28,49,0,1
3914,108,12,87,0,8
3915,131,22,89,0,2
3916,70,10,50,0,1
3917,68,30,19,0,7
3918,146,23,93,0,2
3919,116,15,75,1,1
3920,74,0,16,1,9
3921,66,32,30,0,7
3922,87,19,44,3,6
3923,199,14,37,1,1
3924,110,13,20,0,2
3925,63,6,75,0,1
3926,102,5,21,0,1
3927,113,33,18,0,4
3928,65,1,30,0,2
3929,106,21,80,0,2
3930,96,28,90,5,5
3931,65,17,94,0,3
3932,103,2,75,2,6
3933,118,28,22,2,1
3934,68,28,96,0,6
3935,63,17,24,0,2
3936,104,15,56,0,2
3937,106,16,60,0,5
3938,91,13,77,0,1
3939,61,14,97,0,1
3940,78,18,12,0,2
3941,62,30,77,0,1
3942,99,1,57,0,5
3943,62,15,7,0,2
3944,102,35,48,0,2
3945,84,33,70,0,7
3946,94,23,11,3,2
3947,79,7,79,0,4
3948,79,14,28,0,1
3949,65,13,33,0,1
3950,106,2,50,0,1
3951,65,7,22,0,6
3952,90,8,35,0,1
3953,69,20,95,0,4
3954,111,6,10,0,7
3955,113,25,59,0,1
3956,134,13,56,0,1
3957,93,9,92,0,1
3958,124,28,58,0,3
3959,91,8,60,0,1
3960,64,20,76,1,2
3961,119,11,9,0,2
3962,73,11,0,0,1
3963,65,31,37,0,9
3964,81,33,32,0,1
3965,73,26,33,0,2
3966,78,10,63,0,1
3967,63,22,96,0,1
3968,116,15,80,0,1
3969,80,5,72,0,3
3970,72,15,64,0,2
3971,68,21,83,2,2
3972,67,16,21,0,3
3973,72,9,71,0,3
3974,63,13,0,0,7
3975,62,12,79,0,3
3976,73,33,55,4,1
3977,74,23,10,0,4
3978,64,14,18,0,8
3979,64,13,82,1,2
3980,135,18,92,0,2
3981,137,10,92,0,2
3982,114,22,39,0,6
3983,69,4,65,0,1
3984,127,5,84,0,2
3985,178,0,15,0,7
3986,139,16,50,0,1
3987,139,24,3,1,2
3988,87,10,55,1,2
3989,81,5,3,0,1
3990,64,32,89,1,3
3991,67,14,72,0,1
3992,69,23,32,1,2
3993,91,17,90,0,2
3994,95,5,98,0,1
3995,94,3,38,0,1
3996,76,6,70,1,2
3997,69,21,84,0,7
3998,78,33,2,0,7
3999,65,9,81,0,3
4000,78,5,17,0,7
4001,80,23,31,0,2
4002,73,4,65,1,2
4003,91,29,47,1,2
4004,88,7,42,0,8
4005,74,24,11,1,2
4006,110,1,63,0,1
4007,73,22,13,0,4
4008,80,16,84,0,3
4009,87,6,87,0,1
4010,198,5,84,2,3
4011,113,11,0,0,1
4012,105,28,69,0,1
4013,85,6,58,0,3
4014,100,4,68,0,1
4015,121,16,21,3,2
4016,153,25,5,0,1
4017,119,3,54,0,3
4018,105,4,53,0,1
4019,74,24,82,0,2
4020,134,22,56,0,9
4021,85,3,61,0,2
4022,67,3,50,0,3
4023,62,9,49,0,1
4024,65,30,90,0,2
4025,102,24,5,0,1
4026,184,17,59,0,1
4027,183,29,65,2,7
4028,71,25,80,0,3
4029,72,28,29,0,1
4030,70,28,29,0,8
4031,67,11,87,0,3
4032,71,12,37,0,1
4033,102,33,51,0,2
4034,99,26,60,0,2
4035,62,5,41,0,3
4036,73,8,65,0,2
4037,193,15,33,0,1
4038,69,18,64,1,1
4039,80,22,50,2,2
4040,62,25,32,0,6
4041,96,21,37,1,1
4042,108,15,17,0,2
4043,81,22,54,0,5
4044,61,7,87,0,8
4045,190,7,45,0,2
4046,101,2,61,0,1
4047,71,3,84,0,6
4048,65,4,44,2,1
4049,61,33,31,0,2
4050,64,2,52,2,5
4051,105,3,56,0,2
4052,113,12,59,0,7
4053,73,4,93,1,1
4054,137,1,95,0,3
4055,93,24,80,0,8
4056,113,0,16,0,2
4057,106,11,49,0,5
4058,95,3,54,0,1
4059,68,21,73,0,1
4060,91,7,14,1,1
4061,92,2,83,0,3
4062,116,29,22,0,2
4063,106,34,36,1,2
4064,81,33,52,1,1
4065,138,20,11,0,1
4066,67,27,7,0,7
4067,68,33,25,0,5
4068,70,4,89,0,3
4069,93,33,68,0,7
4070,193,24,68,0,9
4071,131,34,61,0,9
4072,105,10,24,0,1
4073,62,15,7,0,2
4074,115,15,60,0,2
4075,107,18,44,0,1
4076,65,6,99,0,1
4077,124,2,85,0,2
4078,180,15,87,0,2
4079,215,4,21,1,1
4080,63,21,61,0,1
4081,199,34,17,1,2
4082,104,20,85,0,1
4083,65,16,39,5,1
4084,68,10,60,0,3
4085,126,12,4,0,2
4086,276,33,91,0,1
4087,72,12,61,0,6
4088,93,29,63,0,1
4089,92,12,7,0,2
4090,65,2,37,0,4
4091,70,6,50,0,1
4092,106,24,27,0,1
4093,65,2,37,0,4
4094,74,3,63,0,2
4095,71,4,9,0,3
4096,74,23,76,0,1
4097,111,14,5,0,2
4098,113,1,61,0,1
4099,131,14,18,2,2
4100,74,31,18,0,7
4101,72,20,64,0,1
4102,215,4,21,1,1
4103,73,6,85,0,2
4104,63,21,12,0,1
4105,139,7,6,0,7
4106,114,2,8,0,3
4107,72,14,78,0,8
4108,137,2,40,0,5
4109,210,7,24,2,1
4110,73,18,45,0,5
4111,62,35,99,0,3
4112,103,35,57,0,1
4113,68,28,56,0,1
4114,73,4,47,0,2
4115,104,16,22,0,2
4116,69,13,15,0,1
4117,72,3,64,0,3
4118,61,6,82,0,3
4119,61,11,6,1,1
4120,63,1,77,0,1
4121,68,34,54,1,3
4122,106,34,36,1,2
4123,72,9,28,0,2
4124,128,16,48,0,1
4125,64,23,66,0,1
4126,204,35,45,0,2
4127,63,22,94,0,1
4128,87,13,3,1,2
4129,64,17,87,0,4
4130,82,26,19,3,8
4131,63,2,71,0,2
4132,152,8,94,0,7
4133,104,30,96,0,3
4134,115,2,75,0,2
4135,63,7,63,1,1
4136,63,2,8,0,1
4137,70,1,4,1,4
4138,62,1,92,0,1
4139,112,10,8,0,7
4140,72,33,39,0,5
4141,133,18,2,0,1
4142,82,26,19,3,8
4143,69,11,44,1,3
4144,69,12,89,0,1
4145,72,1,76,0,3
4146,117,26,58,0,1
4147,62,19,26,0,1
4148,65,8,57,0,2
4149,63,33,34,0,1
4150,76,3,38,0,2
4151,101,18,39,0,2
4152,97,26,25,0,3
4153,137,12,22,1,1
4154,61,28,78,0,3
4155,87,4,4,3,1
4156,113,21,15,0,2
4157,90,18,84,0,2
4158,72,28,87,0,5
4159,88,26,73,0,1
4160,61,15,3,0,3
4161,107,2,74,0,3
4162,65,6,53,0,6
4163,94,20,17,0,1
4164,93,30,66,0,5
4165,207,25,15,0,3
4166,131,34,61,0,9
4167,69,5,6,0,1
4168,69,4,65,0,1
4169,74,19,8,0,8
4170,68,16,67,3,7
4171,89,34,90,0,1
4172,73,23,85,0,9
4173,61,8,36,0,6
4174,66,2,76,0,1
4175,61,10,61,0,2
4176,132,20,22,0,2
4177,68,8,72,0,2
4178,100,5,22,1,1
4179,82,33,26,0,2
4180,68,29,37,0,3
4181,63,0,42,0,3
4182,67,3,0,0,6
4183,65,23,27,0,1
4184,105,8,22,1,2
4185,86,21,76,0,6
4186,80,5,72,0,3
4187,86,21,35,0,3
4188,62,0,59,0,2
4189,105,7,20,0,2
4190,213,18,27,0,3
4191,61,4,6,1,3
4192,73,8,17,2,9
4193,61,24,44,3,1
4194,68,19,2,3,2
4195,114,17,8,0,2
4196,74,3,63,0,2
4197,73,1,31,0,3
4198,112,13,60,0,5
4199,109,5,95,0,3
4200,65,21,68,0,1
4201,110,23,25,1,8
4202,101,31,1,0,3
4203,88,5,79,0,6
4204,71,8,31,0,1
4205,107,6,9,2,2
4206,88,15,65,1,1
4207,76,17,72,0,8
4208,109,2,64,0,1
4209,91,20,18,0,2
4210,61,15,8,4,7
4211,97,19,62,0,3
4212,108,30,89,0,1
4213,89,4,74,1,3
4214,103,13,20,0,9
4215,65,1,7,0,1
4216,91,21,63,0,3
4217,105,3,40,0,9
4218,72,11,57,0,2
4219,62,16,12,0,5
4220,177,0,6,0,7
4221,134,26,88,0,4
4222,97,31,65,2,3
4223,89,8,54,0,3
4224,68,22,59,1,4
4225,111,8,94,2,1
4226,81,12,91,1,3
4227,113,12,59,0,7
4228,65,1,36,1,3
4229,70,8,89,0,3
4230,73,2,38,0,4
4231,110,17,3,0,7
4232,62,7,51,1,2
4233,126,6,32,0,2
4234,71,11,59,0,2
4235,68,20,29,0,2
4236,69,19,56,0,1
4237,71,16,90,3,9
4238,110,28,59,1,1
4239,92,23,98,1,4
4240,88,7,3,0,2
4241,70,0,37,2,5
4242,76,15,60,1,4
4243,72,17,19,0,1
4244,65,7,10,0,1
4245,68,6,35,0,1
4246,107,29,79,0,9
4247,62,2,95,0,1
4248,115,1,57,0,7
4249,109,16,31,0,2
4250,103,29,91,0,6
4251,68,10,95,0,4
4252,129,35,40,0,4
4253,73,17,64,0,3
4254,72,31,75,0,9
4255,93,27,31,0,2
4256,72,17,52,0,2
4257,64,25,33,0,5
4258,65,9,31,0,2
4259,66,14,4,1,1
4260,106,8,94,0,8
4261,64,19,16,0,8
4262,119,18,65,0,2
4263,73,17,73,0,2
4264,131,26,99,0,3
4265,96,25,50,0,2
4266,74,13,74,0,2
4267,63,26,79,1,2
4268,93,30,66,0,5
4269,96,12,52,3,1
4270,69,9,25,0,4
4271,108,30,1,0,1
4272,139,6,9,0,1
4273,116,31,4,0,7
4274,94,34,66,0,2
4275,61,2,43,0,3
4276,92,0,84,0,3
4277,77,25,48,0,2
4278,118,0,67,0,8
4279,71,15,0,0,1
4280,131,35,91,0,6
4281,70,6,52,0,4
4282,93,4,25,3,4
4283,108,4,91,0,2
4284,68,11,4,1,1
4285,102,15,26,3,2
4286,102,4,87,0,1
4287,64,5,80,0,6
4288,84,6,93,0,7
4289,64,11,12,0,1
4290,109,10,31,0,2
4291,61,19,48,0,5
4292,72,19,48,0,1
4293,101,18,39,0,2
4294,109,5,60,0,8
4295,76,16,56,0,3
4296,104,29,73,0,2
4297,73,30,39,0,2
4298,281,16,92,1,2
4299,111,3,73,3,6
4300,65,33,75,0,1
4301,88,7,3,0,2
4302,116,5,12,0,6
4303,64,10,61,0,2
4304,66,9,18,1,4
4305,107,2,74,0,3
4306,113,1,88,0,2
4307,61,6,48,0,2
4308,93,8,42,1,3
4309,71,4,41,0,1
4310,126,3,21,0,2
4311,70,12,17,0,2
4312,66,3,21,0,1
4313,170,23,86,1,8
4314,101,1,83,4,1
4315,65,8,50,0,1
4316,66,27,15,0,2
4317,115,10,55,0,2
4318,68,2,34,0,5
4319,138,23,54,0,3
4320,72,8,39,0,9
4321,110,25,21,2,1
4322,101,4,60,0,1
4323,70,28,42,0,2
4324,83,3,72,3,1
4325,82,8,74,0,2
4326,73,9,94,0,2
4327,71,18,51,0,2
4328,86,19,99,1,2
4329,66,1,73,0,2
4330,102,16,34,0,5
4331,114,11,20,0,3
4332,63,35,45,0,3
4333,100,22,24,0,3
4334,117,11,42,0,4
4335,95,12,17,1,6
4336,66,3,97,0,1
4337,64,4,88,0,2
4338,62,6,62,0,3
4339,138,20,11,0,1
4340,101,34,52,4,1
4341,184,19,15,0,7
4342,190,21,35,1,7
4343,65,13,10,0,1
4344,88,9,6,2,1
4345,93,7,85,0,4
4346,90,10,66,0,4
4347,65,16,90,0,1
4348,102,30,12,0,2
4349,106,25,54,1,3
4350,225,26,53,0,2
4351,93,31,20,0,2
4352,68,0,23,1,5
4353,65,8,23,0,1
4354,71,4,18,0,1
4355,72,27,64,0,2
4356,76,7,11,0,1
4357,74,19,41,0,8
4358,68,3,51,0,2
4359,109,17,9,2,4
4360,100,30,4,2,2
4361,102,22,24,0,3
4362,66,11,73,0,1
4363,101,5,86,0,9
4364,67,28,49,0,2
