,income,monthly_premium_auto,months_since_last_claim,months_since_policy_inception,number_of_open_complaints,number_of_policies,total_claim_amount
6865,29193,61,0,47,3,9,292
6866,61108,89,22,93,0,2,49
6867,23931,95,4,24,0,1,456
6868,37657,70,35,56,0,3,504
6869,37657,104,3,62,0,3,638
6870,34628,71,21,31,0,1,132
6871,74089,94,13,89,2,7,648
6872,37657,290,11,18,0,5,1550
6873,30493,62,15,56,1,2,108
6874,89285,93,17,11,0,4,243
6875,92147,77,25,27,2,1,278
6876,39428,84,19,80,2,8,72
6877,21542,103,18,37,0,2,494
6878,37657,72,30,26,0,8,135
6879,23506,113,0,27,0,9,813
6880,70811,100,14,8,0,7,141
6881,37657,78,21,23,3,3,555
6882,82214,106,11,19,1,1,239
6883,71401,73,15,82,0,3,287
6884,46587,119,34,74,2,2,571
6885,80046,132,4,42,0,4,260
6886,76389,68,5,86,0,7,262
6887,77235,87,2,68,0,5,310
6888,38595,74,5,42,3,2,415
6889,37657,118,14,64,0,4,566
6890,55359,83,28,73,0,1,303
6891,79814,62,18,50,0,3,31
6892,75277,70,2,48,3,1,459
6893,78618,66,7,56,0,1,225
6894,20123,63,7,47,0,3,302
6895,88362,78,9,63,0,1,452
6896,37657,116,23,14,3,1,835
6897,52782,85,20,61,4,1,541
6898,37657,137,19,30,0,1,452
6899,22283,65,16,93,0,1,572
6900,28848,96,22,54,0,7,450
6901,37657,64,24,1,0,1,437
6902,54378,66,16,30,0,1,316
6903,21827,67,18,53,0,8,321
6904,20090,109,10,59,0,2,523
6905,27750,297,28,25,1,1,1425
6906,57135,61,25,47,0,8,156
6907,58580,61,5,53,0,3,292
6908,60475,107,9,18,0,1,513
6909,37937,116,11,42,0,5,556
6910,70360,69,0,66,0,8,331
6911,37657,119,9,74,0,2,856
6912,47509,66,28,73,0,1,93
6913,27071,183,1,85,0,1,878
6914,46546,99,9,64,0,2,319
6915,32627,67,14,53,4,2,54
6916,37657,65,8,50,0,1,460
6917,37657,116,6,87,0,1,1065
6918,37657,122,19,72,2,3,585
6919,29177,64,5,20,2,5,307
6920,88233,88,32,22,0,2,253
6921,37657,107,17,81,0,1,549
6922,37657,195,20,61,0,1,1404
6923,79189,95,20,50,0,1,50
6924,41077,71,3,14,0,1,82
6925,47048,118,0,37,0,3,566
6926,45484,111,31,28,0,8,532
6927,79453,115,11,47,0,1,242
6928,88753,181,6,21,0,3,868
6929,37657,74,7,63,0,1,851
6930,73945,78,21,76,0,8,330
6931,14030,72,11,3,0,1,345
6932,81799,68,23,97,0,1,326
6933,23634,62,4,25,0,9,440
6934,37657,78,26,14,0,1,374
6935,56334,65,35,72,0,3,421
6936,23206,107,31,60,0,1,513
6937,28140,85,23,5,0,1,612
6938,37657,63,4,52,0,2,685
6939,37657,88,16,8,0,2,633
6940,14973,115,2,75,0,2,828
6941,37657,87,31,9,0,9,712
6942,25884,69,18,36,3,9,292
6943,11607,96,19,38,0,1,313
6944,53691,67,13,48,0,2,175
6945,89464,194,17,40,1,3,1067
6946,60596,71,20,78,4,3,180
6947,43720,117,5,90,1,2,561
6948,56980,84,33,70,0,7,599
6949,37657,68,5,36,0,2,350
6950,37657,67,0,71,1,3,482
6951,63774,111,18,63,0,1,60
6952,61650,88,8,2,0,2,117
6953,31354,109,11,23,0,9,527
6954,44190,74,17,40,0,3,10
6955,38183,191,21,14,0,8,981
6956,79751,63,15,67,0,1,392
6957,37657,64,3,53,1,7,535
6958,12266,114,25,36,1,3,732
6959,61807,70,0,96,0,1,104
6960,11828,90,18,84,0,2,571
6961,49945,70,21,65,0,2,50
6962,28204,182,30,84,0,1,532
6963,54726,219,30,69,0,1,1051
6964,43386,68,13,79,0,1,315
6965,37657,101,6,43,0,9,549
6966,72302,66,6,27,0,1,316
6967,71391,67,29,39,0,2,284
6968,21606,71,21,22,3,1,340
6969,74489,124,11,36,0,3,128
6970,50549,61,2,73,0,7,292
6971,37657,195,9,33,1,5,669
6972,37657,139,5,56,0,2,667
6973,37657,105,3,92,0,1,504
6974,35625,65,10,56,1,3,288
6975,25370,116,21,64,0,3,556
6976,51523,62,31,0,0,3,297
6977,85058,137,34,82,0,2,595
6978,37657,125,10,43,0,9,615
6979,27005,61,10,72,0,7,311
6980,62808,66,33,37,0,4,211
6981,88692,64,29,26,0,5,253
6982,37657,115,21,78,0,2,552
6983,19064,98,23,35,1,7,136
6984,37657,88,16,80,0,6,633
6985,60345,93,22,10,0,5,36
6986,59592,84,8,49,0,1,161
6987,15648,73,29,68,1,5,413
6988,23904,123,1,67,3,1,590
6989,90893,110,33,0,0,1,700
6990,37657,66,18,66,0,6,475
6991,74001,84,16,0,0,2,224
6992,28447,67,20,99,0,3,321
6993,56586,100,33,86,0,1,121
6994,37657,172,5,33,0,1,825
6995,19186,62,10,34,0,5,297
6996,65348,110,35,58,0,2,134
6997,37657,84,18,25,1,4,481
6998,37657,109,28,96,0,2,30
6999,37657,99,0,71,0,1,475
7000,37657,91,21,23,0,3,436
7001,18892,73,33,76,0,5,106
7002,19066,103,5,61,0,2,494
7003,95102,101,6,73,0,8,94
7004,70263,93,30,66,0,5,7
7005,37657,122,15,47,0,9,650
7006,18120,63,34,90,4,2,302
7007,38169,62,18,82,0,2,71
7008,64801,64,23,19,0,2,268
7009,86036,90,8,20,3,2,501
7010,37657,101,16,59,0,1,862
7011,31278,92,24,95,4,1,441
7012,20053,62,2,24,1,2,9
7013,71587,99,1,74,0,2,133
7014,44368,80,5,72,0,3,384
7015,76157,116,15,80,0,1,556
7016,59183,113,11,91,0,5,542
7017,91015,73,31,30,1,2,119
7018,52774,66,16,26,4,2,78
7019,37876,69,13,15,0,1,300
7020,57938,101,6,36,0,3,282
7021,26526,99,0,86,0,3,523
7022,76608,62,2,2,0,1,91
7023,37657,194,23,34,0,7,931
7024,48056,78,15,92,0,1,374
7025,45428,109,2,46,1,3,487
7026,89196,81,17,52,0,1,41
7027,88893,86,5,63,0,9,72
7028,37657,97,20,9,4,7,609
7029,92722,72,34,45,1,1,28
7030,57693,76,16,56,0,3,547
7031,53249,67,32,10,0,3,343
7032,26304,63,22,93,0,1,302
7033,37657,70,34,10,0,2,504
7034,71460,74,11,77,5,1,93
7035,74454,71,25,29,0,3,340
7036,96413,99,3,78,0,1,560
7037,98542,90,1,93,0,2,432
7038,43416,70,7,99,0,5,336
7039,81182,64,3,45,0,8,307
7040,79065,69,13,24,0,1,290
7041,11721,102,2,56,2,2,560
7042,82414,95,10,85,0,1,30
7043,14533,63,4,20,0,2,302
7044,37657,73,15,59,0,1,525
7045,52513,65,0,76,3,2,91
7046,37657,87,4,4,3,1,420
7047,79487,114,20,87,0,1,547
7048,57449,103,6,28,0,2,494
7049,20181,66,8,66,2,3,316
7050,73339,71,0,61,0,1,244
7051,80969,217,1,80,0,3,1041
7052,74057,105,12,75,1,1,632
7053,32225,66,23,90,0,2,316
7054,60909,112,8,94,0,5,412
7055,70999,63,5,70,0,3,305
7056,75457,93,0,79,0,2,151
7057,24059,112,31,17,0,1,537
7058,56480,87,13,62,0,2,384
7059,37586,63,29,90,0,2,153
7060,97026,73,30,66,0,3,97
7061,54010,69,5,89,0,1,331
7062,87485,92,12,57,0,1,441
7063,74583,118,31,20,0,4,161
7064,37657,64,25,25,0,8,460
7065,21238,95,11,38,4,4,456
7066,37657,93,8,48,0,8,669
7067,22283,65,16,93,0,1,572
7068,58237,63,34,22,3,1,273
7069,19864,63,22,96,0,1,352
7070,57283,106,9,85,1,1,337
7071,37657,104,33,19,0,2,622
7072,71656,137,3,88,0,8,61
7073,37657,94,33,95,0,1,590
7074,41460,83,1,54,0,4,398
7075,85165,101,8,81,0,2,384
7076,37657,111,10,75,0,1,799
7077,36723,106,13,18,1,1,580
7078,56980,84,33,70,0,7,599
7079,32260,113,8,99,0,4,601
7080,75644,65,5,68,3,9,467
7081,92056,62,21,1,0,1,89
7082,28524,62,26,45,0,9,297
7083,37657,61,2,54,2,1,439
7084,28089,82,11,72,1,1,411
7085,87020,74,6,84,0,8,331
7086,27907,74,3,38,1,1,406
7087,91811,70,1,85,0,1,333
7088,37657,111,21,20,0,8,799
7089,69451,72,3,93,0,5,230
7090,92427,64,2,48,2,3,126
7091,37657,69,8,24,0,6,331
7092,44428,104,17,61,0,2,499
7093,55842,109,4,26,0,3,703
7094,52796,62,6,17,0,3,297
7095,41775,109,11,80,0,2,104
7096,37657,66,6,71,2,1,433
7097,34974,71,7,36,0,3,315
7098,56457,73,27,68,0,2,138
7099,39854,66,6,4,0,7,261
7100,27839,65,20,54,5,1,312
7101,88240,117,3,94,0,1,561
7102,37657,102,10,90,0,2,1123
7103,52693,129,1,0,0,5,619
7104,65337,173,9,22,1,1,830
7105,64014,63,26,27,0,7,295
7106,37657,61,17,1,1,7,292
7107,35482,129,21,59,0,3,619
7108,20951,65,2,50,0,5,312
7109,37657,62,22,46,0,3,297
7110,39393,70,24,56,1,1,405
7111,62912,69,9,89,0,2,168
7112,33561,152,6,30,0,1,235
7113,53055,112,30,30,2,3,537
7114,37657,63,24,89,0,2,302
7115,55037,80,20,88,1,8,481
7116,37657,65,22,44,0,8,463
7117,27587,103,14,34,1,2,241
7118,29658,119,20,66,0,2,571
7119,63633,68,16,21,1,8,374
7120,23459,96,17,19,0,1,185
7121,34498,83,30,72,0,7,398
7122,28559,66,5,1,0,5,427
7123,73740,64,23,3,0,3,229
7124,37657,125,23,64,0,1,900
7125,25925,72,5,85,3,1,660
7126,31725,76,31,9,0,5,177
7127,49659,234,31,15,0,9,1684
7128,81197,109,2,42,0,2,94
7129,43922,88,26,88,0,2,108
7130,87123,69,13,87,0,2,118
7131,37657,66,15,24,0,2,278
7132,68745,80,5,42,0,1,473
7133,29815,95,35,18,0,2,76
7134,53333,66,4,34,0,1,22
7135,37657,66,16,35,4,1,316
7136,24661,196,6,28,0,7,1961
7137,95351,111,31,74,0,5,406
7138,62088,64,6,28,2,4,73
7139,37657,122,15,47,0,9,650
7140,31503,105,17,74,3,2,504
7141,49078,97,10,3,0,2,484
7142,28120,112,7,52,0,3,537
7143,37657,106,3,90,0,8,763
7144,44369,77,7,35,3,1,362
7145,15131,67,14,13,0,9,321
7146,26890,65,28,37,0,4,312
7147,45855,62,0,26,1,1,0
7148,76358,66,25,3,0,2,86
7149,45586,72,17,20,0,4,203
7150,43267,78,8,10,0,2,453
7151,37657,82,15,20,0,2,590
7152,46648,81,8,26,0,7,123
7153,42406,77,15,49,0,1,108
7154,50798,72,21,59,0,7,64
7155,76358,66,25,3,0,2,86
7156,13528,86,21,35,0,3,412
7157,37657,67,21,85,0,8,80
7158,85023,85,4,69,0,1,408
7159,37657,62,20,9,0,7,675
7160,74460,69,3,25,0,2,331
7161,22932,62,2,97,0,1,297
7162,54189,62,11,84,0,3,29
7163,42247,74,4,52,0,1,355
7164,37657,96,31,85,0,1,726
7165,37657,117,3,33,0,9,983
7166,36706,80,19,67,0,1,488
7167,67899,66,5,31,1,6,316
7168,37657,61,4,68,0,2,365
7169,41900,63,0,34,0,2,170
7170,72786,76,10,9,0,2,363
7171,60108,78,0,63,0,1,507
7172,31433,100,5,23,0,2,635
7173,27940,65,21,3,1,4,27
7174,51246,122,4,89,0,1,817
7175,56587,65,4,88,1,6,312
7176,45025,69,35,85,1,1,452
7177,37657,132,13,47,0,3,950
7178,22799,190,10,75,0,6,912
7179,82601,66,9,38,0,3,186
7180,22705,239,19,59,0,7,1294
7181,37657,92,13,17,0,1,441
7182,41212,95,13,27,0,1,405
7183,37657,70,3,94,0,2,504
7184,21687,88,10,68,0,8,603
7185,22571,63,29,51,0,9,302
7186,72032,72,10,73,0,4,438
7187,42570,128,5,52,0,2,587
7188,62873,81,0,41,0,1,207
7189,21370,77,1,35,0,2,105
7190,66081,64,31,92,1,1,42
7191,93854,87,18,41,0,9,417
7192,19429,122,18,21,0,9,683
7193,46879,86,3,62,2,3,324
7194,36791,68,26,62,0,3,326
7195,40211,106,5,98,2,6,710
7196,48642,77,23,69,0,2,92
7197,69063,115,12,65,0,3,552
7198,87455,71,10,46,0,1,329
7199,80101,79,16,8,0,3,442
7200,37657,61,13,81,1,1,292
7201,51817,129,20,78,4,2,712
7202,31561,68,8,62,0,7,326
7203,64640,73,5,94,2,1,327
7204,64220,107,3,86,0,7,48
7205,33580,62,17,77,0,3,315
7206,37657,64,10,15,0,5,770
7207,37657,65,9,31,0,2,312
7208,37657,67,0,79,0,3,482
7209,43318,66,35,28,0,5,48
7210,83869,81,10,23,0,1,348
7211,43875,78,18,33,0,5,289
7212,59016,92,3,65,0,1,441
7213,70793,69,32,1,0,1,62
7214,24164,137,2,40,0,5,657
7215,29133,104,27,76,0,1,499
7216,81082,73,5,85,0,4,281
7217,37657,65,17,41,0,2,312
7218,21277,66,1,42,0,9,316
7219,16924,226,23,69,0,1,1084
7220,10540,115,33,76,0,3,552
7221,37657,133,4,58,0,3,1361
7222,62873,81,0,41,0,1,207
7223,98623,211,17,69,0,9,1012
7224,37876,69,13,15,0,1,300
7225,77469,109,2,98,1,2,757
7226,30535,66,22,18,0,2,94
7227,37657,67,17,4,0,4,482
7228,39310,61,5,89,0,3,93
7229,27229,99,20,9,0,2,475
7230,41418,112,17,80,0,2,537
7231,67840,112,34,56,0,5,83
7232,37657,80,24,20,0,7,871
7233,23091,96,28,90,5,5,460
7234,69468,67,2,3,0,3,302
7235,74143,114,1,61,0,6,547
7236,65165,126,14,18,1,1,604
7237,50537,165,10,35,0,1,60
7238,72608,82,26,19,3,8,393
7239,26312,110,29,19,1,2,565
7240,56900,68,11,34,0,1,304
7241,60707,70,2,24,0,1,327
7242,67276,61,7,74,0,2,181
7243,30865,104,33,31,0,7,21
7244,79487,114,20,87,0,1,547
7245,37657,84,18,25,1,4,481
7246,37657,62,18,75,0,3,135
7247,41098,96,3,15,0,2,250
7248,89158,67,34,71,0,6,272
7249,99612,70,14,20,0,1,336
7250,37657,194,22,79,0,1,2306
7251,94885,86,18,10,3,1,170
7252,78352,74,33,3,0,7,152
7253,43460,63,4,18,0,3,302
7254,46587,119,34,74,2,2,571
7255,21236,123,3,12,0,1,131
7256,37657,106,15,30,0,1,117
7257,37657,65,11,52,0,1,312
7258,37657,68,35,65,0,7,457
7259,28432,118,1,59,0,2,612
7260,65167,131,22,85,0,1,628
7261,33700,62,26,72,0,3,274
7262,37657,105,14,21,0,7,756
7263,13663,97,1,66,0,2,465
7264,37657,131,4,49,0,9,628
7265,37657,84,19,26,2,4,403
7266,37657,82,1,13,0,2,479
7267,65933,108,23,16,0,5,379
7268,37657,128,11,57,0,2,614
7269,28663,66,23,34,0,1,430
7270,78092,84,34,13,0,1,344
7271,57693,76,16,56,0,3,547
7272,19614,85,21,32,0,2,574
7273,23235,99,28,71,0,4,587
7274,79528,64,2,39,0,2,175
7275,37657,136,10,41,0,2,46
7276,23253,61,20,49,0,1,292
7277,40571,100,19,56,2,2,361
7278,60668,138,18,92,0,1,553
7279,61776,73,9,61,3,6,343
7280,38820,99,29,59,0,1,547
7281,47285,63,7,3,0,1,302
7282,37657,62,13,21,0,8,446
7283,78310,192,34,18,1,2,151
7284,26222,62,23,18,0,1,297
7285,37657,79,21,53,1,7,407
7286,83926,181,31,88,0,1,124
7287,24124,91,24,52,0,3,436
7288,28879,106,6,9,0,2,763
7289,37657,112,26,27,0,1,544
7290,12964,65,2,37,0,4,362
7291,37657,115,22,65,0,2,1251
7292,88105,86,5,26,0,2,412
7293,66524,74,15,8,4,1,238
7294,27398,68,4,39,1,1,326
7295,37759,108,9,51,0,5,518
7296,45743,96,15,81,0,2,673
7297,54183,70,1,91,0,1,336
7298,46900,66,13,59,0,1,316
7299,59803,90,21,0,0,2,22
7300,53787,104,20,77,0,1,666
7301,35095,73,25,56,0,2,525
7302,37657,67,21,60,0,5,216
7303,37657,217,14,40,1,2,1562
7304,30845,116,3,89,1,2,556
7305,23665,67,19,50,0,2,404
7306,92107,88,7,38,0,5,16
7307,62464,109,23,45,0,4,400
7308,69991,65,27,44,0,7,4
7309,23904,123,1,67,3,1,590
7310,37657,96,31,34,0,1,460
7311,83894,110,6,46,0,2,82
7312,88340,102,16,1,0,2,489
7313,37657,125,6,61,0,2,900
7314,39602,64,15,59,0,2,307
7315,25905,63,21,12,0,1,302
7316,24626,108,19,3,0,2,225
7317,59732,94,0,54,0,1,135
7318,36898,169,14,36,1,3,811
7319,92864,123,13,60,0,1,96
7320,37657,66,6,71,2,1,433
7321,93752,64,34,24,0,3,154
7322,21156,89,2,32,0,8,111
7323,67206,90,9,69,0,9,76
7324,85654,76,8,46,0,3,46
7325,59325,83,20,76,0,2,81
7326,13528,86,21,35,0,3,412
7327,37657,63,0,88,1,2,302
7328,37657,165,12,82,1,2,1452
7329,75333,90,15,44,1,1,289
7330,61108,72,27,84,0,6,23
7331,27083,73,15,58,1,1,525
7332,68997,63,3,26,0,2,206
7333,33451,67,0,1,0,1,337
7334,21500,115,14,44,0,1,39
7335,26487,112,0,82,0,3,602
7336,74713,70,20,67,0,1,336
7337,37657,70,8,74,0,3,504
7338,85607,66,26,1,0,3,67
7339,44891,83,12,75,0,6,74
7340,89061,103,19,88,0,3,565
7341,37657,198,4,31,0,9,962
7342,63774,111,18,63,0,1,60
7343,93308,92,20,56,0,1,441
7344,10375,66,10,95,0,2,316
7345,85950,69,5,61,0,1,47
7346,33402,109,7,66,0,4,71
7347,18129,71,23,59,0,1,340
7348,37657,66,29,58,0,8,711
7349,37657,65,24,45,1,4,312
7350,20396,76,15,60,1,4,364
7351,13376,108,13,75,0,4,774
7352,32517,94,11,53,3,3,451
7353,28651,67,4,25,0,2,302
7354,64964,66,9,84,0,5,286
7355,34112,77,32,68,0,6,369
7356,37657,108,32,49,3,1,718
7357,81145,92,34,92,0,8,321
7358,39894,134,23,87,0,2,411
7359,52447,90,5,57,0,7,61
7360,37657,69,31,69,2,2,496
7361,35398,71,26,41,0,7,340
7362,26239,65,11,39,0,2,312
7363,37657,70,4,64,0,7,336
7364,83013,103,2,75,0,2,155
7365,37657,190,9,67,0,7,1833
7366,86205,223,8,67,0,8,1070
7367,50414,69,25,34,0,1,331
7368,37496,65,1,36,0,2,312
7369,24224,71,7,64,0,1,511
7370,62338,92,9,61,0,4,4
7371,63483,83,4,84,0,3,85
7372,37657,70,24,58,0,1,504
7373,38113,73,4,34,0,2,203
7374,38676,72,24,33,0,2,146
7375,20200,65,3,51,3,1,312
7376,29038,69,14,61,0,1,56
7377,23179,91,11,79,0,9,436
7378,56598,88,29,29,0,2,92
7379,37657,76,11,38,0,1,547
7380,46988,195,8,69,0,1,294
7381,20978,98,19,96,1,1,1176
7382,37657,63,5,7,0,1,453
7383,59130,117,21,7,0,2,436
7384,31572,70,14,95,3,3,292
7385,37657,72,21,65,0,3,345
7386,32646,119,25,84,0,1,464
7387,51791,181,10,46,1,1,422
7388,70828,62,8,18,0,4,297
7389,40903,61,12,5,0,1,409
7390,37657,106,19,67,1,3,631
7391,24031,66,32,37,0,3,316
7392,84927,112,27,83,0,1,537
7393,37657,72,20,11,0,2,510
7394,23893,73,19,21,0,1,186
7395,71255,138,28,16,0,4,138
7396,37697,112,35,8,0,1,38
7397,33746,106,29,23,0,2,508
7398,70263,93,30,66,0,5,7
7399,43367,118,6,20,0,1,1026
7400,37657,81,26,23,0,1,388
7401,37657,66,12,20,1,4,445
7402,11432,119,11,9,0,2,571
7403,67249,86,25,4,0,1,33
7404,76839,68,12,85,0,3,326
7405,71210,214,8,89,1,2,1027
7406,49447,119,9,48,2,1,762
7407,98713,65,3,91,0,2,289
7408,26094,67,16,84,0,1,2
7409,26990,65,9,60,1,2,297
7410,46644,84,34,19,0,1,150
7411,33462,72,12,9,0,1,112
7412,66880,71,7,54,0,1,340
7413,88680,66,5,66,0,2,201
7414,37657,79,4,78,0,4,568
7415,75132,93,7,33,2,1,446
7416,37657,122,15,47,0,9,650
7417,56617,74,18,24,0,3,355
7418,75638,83,6,52,4,2,108
7419,24982,109,20,52,4,7,523
7420,40348,83,6,56,0,1,26
7421,24083,63,22,2,1,2,340
7422,81538,66,3,46,0,1,272
7423,62873,81,0,41,0,1,207
7424,66245,145,22,58,0,2,181
7425,37657,102,22,20,0,2,734
7426,26303,165,16,47,0,1,956
7427,58620,71,11,51,0,2,340
7428,18375,103,8,50,0,1,535
7429,30944,92,15,46,0,1,348
7430,59630,185,9,67,0,1,888
7431,53957,184,19,80,0,1,61
7432,44385,97,6,31,0,7,465
7433,37657,119,1,58,0,7,856
7434,25561,163,3,25,0,2,983
7435,85956,145,0,85,0,1,510
7436,37657,61,26,79,1,1,311
7437,37406,122,23,38,1,1,1134
7438,39053,114,5,66,0,1,547
7439,24475,84,11,55,3,1,604
7440,92296,69,4,65,0,1,331
7441,29484,93,19,51,0,2,446
7442,37657,114,19,50,0,3,820
7443,48088,94,25,73,0,4,134
7444,21366,63,20,47,0,3,302
7445,17101,113,1,88,0,2,542
7446,37657,64,3,59,0,4,460
7447,26802,66,7,43,1,5,316
7448,89025,64,32,10,0,2,179
7449,37657,104,23,76,0,1,748
7450,52228,220,29,72,1,8,1056
7451,37657,126,13,91,0,1,694
7452,37657,63,11,30,0,1,344
7453,83086,71,1,43,3,3,320
7454,53214,91,21,76,0,3,436
7455,51643,283,16,43,0,1,1358
7456,73168,70,21,50,0,3,425
7457,37657,298,26,94,0,1,2145
7458,37657,90,1,94,0,2,648
7459,61246,110,24,21,0,3,159
7460,32762,112,26,74,0,2,326
7461,37657,69,21,54,5,3,496
7462,37657,133,9,85,0,1,957
7463,37657,126,12,4,0,2,604
7464,64127,71,31,19,0,2,72
7465,37657,67,9,54,0,2,308
7466,16794,96,7,31,0,2,460
7467,31930,83,19,30,0,2,37
7468,74918,85,13,74,0,1,314
7469,70742,124,3,64,1,1,211
7470,64801,64,23,19,0,2,268
7471,48829,64,23,70,1,1,300
7472,73853,89,7,35,0,1,427
7473,37657,99,25,23,0,2,712
7474,66844,70,11,80,4,5,104
7475,11904,61,34,11,2,3,292
7476,56869,83,25,34,3,1,269
7477,37657,67,3,54,0,1,482
7478,37657,68,20,44,1,7,326
7479,59325,71,13,75,0,3,229
7480,37657,115,19,60,0,9,552
7481,37657,112,30,29,1,3,806
7482,25927,103,6,20,0,1,674
7483,37657,71,31,79,0,1,493
7484,83073,71,15,46,0,3,10
7485,37657,73,14,36,2,1,350
7486,37657,87,4,4,3,1,420
7487,37657,72,17,11,1,3,345
7488,35301,74,23,68,0,7,128
7489,21829,111,6,59,0,3,532
7490,15142,116,7,5,0,3,792
7491,37657,71,28,76,0,2,340
7492,58498,67,6,1,3,1,321
7493,64592,64,12,57,0,1,307
7494,80306,71,11,12,0,1,340
7495,29105,117,28,31,0,1,272
7496,47137,84,5,11,0,5,161
7497,37657,62,5,54,0,1,446
7498,37657,109,19,2,0,3,723
7499,37657,100,27,58,0,2,1000
7500,66711,86,25,92,0,1,366
7501,48943,65,17,50,0,2,105
7502,37657,71,20,48,0,1,511
7503,34807,73,8,90,0,1,472
7504,52583,113,12,59,0,7,528
7505,37657,111,6,51,0,4,617
7506,92589,65,29,20,0,9,312
7507,96689,103,34,80,0,5,37
7508,37657,73,28,19,0,2,525
7509,76594,122,26,9,1,1,832
7510,83777,112,18,74,0,1,377
7511,20954,78,15,27,0,1,534
7512,84491,110,0,0,0,1,156
7513,89451,63,11,2,0,1,61
7514,85132,106,0,60,5,3,501
7515,11193,114,2,88,0,6,820
7516,28806,61,13,90,0,1,292
7517,76184,111,23,19,0,3,532
7518,66429,136,35,93,0,1,57
7519,43278,68,10,10,0,1,326
7520,13528,86,21,35,0,3,412
7521,74015,72,12,61,0,6,471
7522,54507,138,20,11,0,1,702
7523,37657,119,3,52,5,2,439
7524,72302,66,6,27,0,1,316
7525,14606,72,2,94,5,4,439
7526,37657,68,21,59,0,7,689
7527,43406,187,6,49,0,1,897
7528,60426,62,0,97,0,2,133
7529,26334,71,9,94,0,3,340
7530,22514,80,22,96,0,2,203
7531,76114,88,6,97,0,1,422
7532,48791,62,27,0,3,1,69
7533,65605,111,2,72,2,7,377
7534,69259,63,3,30,0,1,362
7535,37657,64,16,42,1,5,460
7536,37657,62,0,5,0,2,446
7537,90969,65,7,22,0,2,190
7538,50180,77,30,93,3,1,360
7539,41991,67,14,75,0,3,88
7540,71391,67,29,39,0,2,284
7541,37657,61,17,1,1,7,292
7542,70725,70,2,0,0,2,336
7543,36650,69,2,70,1,1,56
7544,54194,119,9,90,1,1,112
7545,23554,61,12,17,0,6,142
7546,62464,109,23,45,0,4,400
7547,71888,115,14,33,0,4,552
7548,80846,65,9,32,0,9,227
7549,37657,67,7,84,0,5,321
7550,11432,119,11,9,0,2,571
7551,39017,170,10,4,2,3,592
7552,37657,108,7,54,0,4,777
7553,73769,61,24,84,0,6,121
7554,58557,88,4,83,0,1,55
7555,37657,91,12,6,0,1,707
7556,48367,161,10,34,0,2,772
7557,39718,65,1,55,2,1,366
7558,37657,96,31,64,1,3,460
7559,43358,61,2,83,0,6,400
7560,83873,76,5,36,1,1,218
7561,22361,95,15,42,0,2,530
7562,70061,99,2,57,0,3,699
7563,37657,73,6,19,0,2,525
7564,65742,79,6,0,0,1,277
7565,23665,67,19,50,0,2,404
7566,66457,95,2,76,0,1,456
7567,82634,104,8,74,0,3,324
7568,37657,69,11,60,0,1,331
7569,37657,70,24,10,0,1,425
7570,29735,69,3,92,0,1,331
7571,61417,65,6,35,0,7,206
7572,37657,105,3,12,0,4,756
7573,43846,65,16,33,1,1,125
7574,37657,67,33,54,0,2,482
7575,33775,61,24,95,0,1,292
7576,96988,77,1,60,0,3,369
7577,37657,114,26,34,0,7,820
7578,81945,68,19,45,0,9,47
7579,37657,65,24,47,0,1,27
7580,19019,186,7,46,0,1,1003
7581,62579,72,33,53,0,1,326
7582,46587,119,34,74,2,2,571
7583,37657,81,26,58,0,1,583
7584,37657,78,15,47,0,2,561
7585,37657,135,1,98,0,9,648
7586,37657,66,1,61,0,9,758
7587,29327,118,26,21,0,1,627
7588,81081,96,32,34,1,2,206
7589,37657,106,27,89,0,1,763
7590,57222,112,3,88,1,2,297
7591,91147,107,4,79,0,7,50
7592,76638,73,2,55,1,1,435
7593,29697,64,6,43,0,2,147
7594,37657,61,27,90,0,2,301
7595,67352,181,7,80,1,1,560
7596,23904,123,1,67,3,1,590
7597,37657,88,16,28,2,7,422
7598,89953,74,3,42,0,3,274
7599,20862,68,1,69,0,9,326
7600,47663,114,35,24,0,8,103
7601,49564,105,8,29,0,5,661
7602,28432,118,1,59,0,2,612
7603,32356,117,11,35,2,2,428
7604,55269,71,32,15,0,2,340
7605,37657,116,6,78,0,3,509
7606,76771,95,34,82,1,7,91
7607,75648,108,28,10,0,1,112
7608,20698,68,21,72,5,5,248
7609,29734,63,12,86,0,2,649
7610,43963,110,25,59,0,7,528
7611,29465,63,6,9,0,1,302
7612,24851,103,8,99,0,2,604
7613,37657,107,2,4,2,1,770
7614,11033,97,27,18,0,2,511
7615,20495,61,7,36,0,2,292
7616,95766,68,17,62,0,5,162
7617,37657,65,22,39,0,2,655
7618,61029,72,26,98,0,1,114
7619,37657,105,3,30,0,1,504
7620,56188,86,20,52,3,3,175
7621,94812,70,11,40,0,1,121
7622,37657,70,28,77,1,3,336
7623,55338,116,25,54,0,7,556
7624,82477,90,1,69,0,1,432
7625,20852,73,8,6,0,1,383
7626,37657,82,22,62,0,2,296
7627,37657,83,16,75,0,1,544
7628,37657,95,14,57,2,1,456
7629,72460,85,9,76,0,1,370
7630,76358,66,25,3,0,2,86
7631,96306,95,12,17,1,6,185
7632,49544,101,3,29,0,1,0
7633,37657,68,10,36,0,7,609
7634,37657,101,7,19,0,4,727
7635,63357,101,26,42,0,5,565
7636,37657,82,9,21,0,1,590
7637,23060,109,13,25,3,1,731
